Answers,Labels
@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,negative
@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂,positive
@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,negative
@SouthwestAir following. Thank you.,positive
@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,negative
@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,negative
@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,negative
@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,negative
@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,negative
@SouthwestAir It's all good. Thanks!,positive
@SouthwestAir thank you :),positive
@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,negative
"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",negative
@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,negative
@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,neutral
@SouthwestAir any word when the customer relations department will open back up?,neutral
@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊,neutral
@SouthwestAir  Just left there  Friday!,neutral
@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,positive
@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),positive
@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,positive
@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,positive
@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,neutral
@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,negative
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",negative
@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,negative
"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",positive
@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,negative
@SouthwestAir I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,neutral
@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,positive
@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,negative
@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,neutral
@SouthwestAir honesty should always be the policy,neutral
@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,positive
@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,neutral
"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",neutral
@SouthwestAir any deals to orlando in April/may??,neutral
@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,neutral
@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,neutral
"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",negative
@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,positive
@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,negative
@SouthwestAir prove it,negative
@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,positive
@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,positive
"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",positive
@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,negative
Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,positive
@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,negative
@SouthwestAir no fare giving out clues.  In route now.,neutral
@SouthwestAir telling my Fam in Vegas now. :),positive
@SouthwestAir How many tickets are left?,neutral
@SouthwestAir thank you!,positive
@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,negative
@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.,negative
@SouthwestAir Why do you have to be 18 😭,neutral
"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",negative
"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",positive
@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...,neutral
@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,positive
"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action.",negative
@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,neutral
"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?",negative
@SouthwestAir are 5 people there?,neutral
@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,positive
"“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW",neutral
@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,positive
@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,positive
@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,negative
"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",neutral
"@SouthwestAir that was supposed to say ""boo"" not book. booo.",neutral
@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,neutral
@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,positive
@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,negative
@SouthwestAir really easy for locals to get down to the strip. book.,positive
@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,neutral
@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,positive
"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",neutral
@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,neutral
@SouthwestAir how do get priority seating after you already paid for the flight,neutral
"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding",negative
